Column,Accident_Index,Accident_Severity,Date,Day_of_Week,Light_Conditions,Number_of_Casualties,Pedestrian_Crossing_Human_Control,Pedestrian_Crossing_Physical_Facilities,Police_Force,Road_Surface_Conditions,Road_Type,Special_Conditions_at_Site,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Age_Band_of_Driver,Sex_of_Driver,Driver_age_sex,Vehicle_Type
5919,2016120120513,Slight,2016-07-08,Friday,Daylight,1,0,0,North Yorkshire,Dry,Single carriageway,None,30,09:30:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
5920,2016120121385,Slight,2016-04-09,Saturday,Daylight,1,0,0,North Yorkshire,Dry,Single carriageway,None,30,16:30:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
5934,2016120147787,Slight,2016-08-16,Tuesday,Daylight,1,0,0,North Yorkshire,Dry,Single carriageway,None,60,12:10:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
5938,2016120155449,Serious,2016-08-27,Saturday,Daylight,1,0,4,North Yorkshire,Dry,Single carriageway,None,30,14:10:00,Rural,Fine no high winds,16 - 20,Male,16 - 20_Male,9
5939,2016120155899,Fatal,2016-08-28,Sunday,Daylight,4,0,0,North Yorkshire,Wet or damp,Single carriageway,None,40,08:26:00,Rural,Fine no high winds,21 - 25,Male,21 - 25_Male,9
5941,2016120157016,Slight,2016-08-29,Monday,Darkness - lights lit,1,0,0,North Yorkshire,Dry,Single carriageway,None,30,20:57:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
5945,2016120170245,Slight,2016-09-18,Sunday,Daylight,1,0,0,North Yorkshire,Dry,Single carriageway,None,20,15:00:00,Rural,Fine no high winds,66 - 75,Female,66 - 75_Female,9
5948,2016120172223,Slight,2016-09-19,Monday,Daylight,1,0,0,North Yorkshire,Dry,Single carriageway,None,30,12:05:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
5954,2016120177264,Slight,2016-09-29,Thursday,Daylight,1,0,0,North Yorkshire,Wet or damp,Single carriageway,Roadworks,30,08:20:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
5958,2016120181512,Slight,2016-09-29,Thursday,Daylight,1,0,0,North Yorkshire,Dry,Single carriageway,None,30,08:00:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
5965,2016120190946,Slight,2016-10-20,Thursday,Daylight,1,0,5,North Yorkshire,Wet or damp,Single carriageway,Roadworks,30,16:43:00,Rural,Raining no high winds,66 - 75,Male,66 - 75_Male,9
5968,2016120198607,Slight,2016-11-01,Tuesday,Daylight,1,0,0,North Yorkshire,Dry,Single carriageway,None,60,15:15:00,Rural,Fine no high winds,56 - 65,Female,56 - 65_Female,9
5973,2016120202372,Slight,2016-11-07,Monday,Darkness - lights lit,1,0,5,North Yorkshire,Wet or damp,Single carriageway,Roadworks,30,18:26:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
5974,2016120202405,Fatal,2016-11-07,Monday,Darkness - lights lit,1,0,0,North Yorkshire,Wet or damp,Single carriageway,None,30,18:10:00,Rural,Fine no high winds,21 - 25,Male,21 - 25_Male,9
5975,2016120202411,Slight,2016-11-07,Monday,Darkness - no lighting,1,0,0,North Yorkshire,Dry,Single carriageway,None,30,17:30:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
5980,2016120210585,Slight,2016-11-20,Sunday,Darkness - no lighting,1,0,0,North Yorkshire,Dry,Single carriageway,None,60,17:30:00,Rural,Fine no high winds,36 - 45,Male,36 - 45_Male,9
5986,2016120213383,Serious,2016-11-25,Friday,Daylight,1,0,0,North Yorkshire,Dry,Single carriageway,None,30,15:45:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
5990,2016120218877,Slight,2016-12-04,Sunday,Daylight,1,0,0,North Yorkshire,Wet or damp,Single carriageway,None,60,14:40:00,Rural,Fine no high winds,Over 75,Female,Over 75_Female,9
5991,2016120219064,Slight,2016-12-04,Sunday,Darkness - no lighting,1,0,0,North Yorkshire,Wet or damp,Single carriageway,None,60,20:30:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
5997,2016120225558,Slight,2016-12-15,Thursday,Daylight,1,0,0,North Yorkshire,Dry,Single carriageway,None,30,15:25:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
5998,2016120226108,Slight,2016-12-16,Friday,Daylight,2,0,4,North Yorkshire,Wet or damp,Single carriageway,None,30,15:28:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
6002,2016120230529,Slight,2016-12-23,Friday,Darkness - no lighting,1,0,0,North Yorkshire,Wet or damp,Single carriageway,None,60,16:15:00,Rural,Fine no high winds,66 - 75,Female,66 - 75_Female,9
6003,2016120232099,Slight,2016-12-23,Friday,Daylight,1,0,0,North Yorkshire,Wet or damp,Single carriageway,None,30,15:30:00,Rural,Raining no high winds,16 - 20,Male,16 - 20_Male,9
6004,2016120232203,Slight,2016-12-27,Tuesday,Daylight,1,0,8,North Yorkshire,Wet or damp,Single carriageway,None,30,12:00:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
6010,2016133141029,Slight,2016-01-04,Monday,Darkness - lights lit,1,0,0,West Yorkshire,Wet or damp,Single carriageway,None,30,17:00:00,Rural,Fine no high winds,Over 75,Male,Over 75_Male,9
6027,20161331A0574,Slight,2016-01-10,Sunday,Daylight,1,0,0,West Yorkshire,Wet or damp,Dual carriageway,None,30,12:15:00,Rural,Fine no high winds,21 - 25,Female,21 - 25_Female,9
6032,20161331B1304,Slight,2016-01-11,Monday,Darkness - lights lit,1,0,0,West Yorkshire,Wet or damp,Roundabout,None,30,20:00:00,Rural,Fine no high winds,16 - 20,Male,16 - 20_Male,9
6035,20161331C1032,Slight,2016-01-12,Tuesday,Daylight,1,0,0,West Yorkshire,Dry,Single carriageway,None,30,17:05:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
6037,20161331D0176,Slight,2016-01-13,Wednesday,Darkness - lights lit,1,0,0,West Yorkshire,Dry,Single carriageway,None,30,05:45:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
6048,20161331G0678,Slight,2016-01-16,Saturday,Daylight,1,0,0,West Yorkshire,Dry,Single carriageway,None,30,13:10:00,Rural,Fine no high winds,21 - 25,Male,21 - 25_Male,9
6086,2016133230438,Slight,2016-02-03,Wednesday,Daylight,1,0,0,West Yorkshire,Dry,Single carriageway,None,30,10:50:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
6087,2016133230666,Slight,2016-02-03,Wednesday,Daylight,1,0,0,West Yorkshire,Dry,Single carriageway,None,30,13:21:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
6130,20161332Q1051,Serious,2016-03-16,Wednesday,Darkness - no lighting,1,0,0,West Yorkshire,Dry,Single carriageway,None,30,20:00:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
6142,2016133341334,Slight,2016-03-04,Friday,Darkness - lights lit,1,0,0,West Yorkshire,Snow,Single carriageway,None,30,18:20:00,Rural,Snowing no high winds,46 - 55,Male,46 - 55_Male,9
6145,2016133370184,Serious,2016-03-07,Monday,Daylight,1,0,0,West Yorkshire,Dry,One way street,None,30,07:27:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
6146,2016133370212,Slight,2016-03-07,Monday,Daylight,1,0,0,West Yorkshire,Wet or damp,Single carriageway,None,30,08:00:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
6150,2016133371009,Slight,2016-03-07,Monday,Daylight,1,0,0,West Yorkshire,Dry,Single carriageway,None,30,15:55:00,Rural,Fine no high winds,Over 75,Male,Over 75_Male,9
6154,2016133390241,Serious,2016-03-09,Wednesday,Daylight,1,0,0,West Yorkshire,Wet or damp,Single carriageway,None,30,08:41:00,Rural,Raining no high winds,26 - 35,Male,26 - 35_Male,9
6189,20161333Q0971,Slight,2016-03-26,Saturday,Daylight,1,0,4,West Yorkshire,Wet or damp,Single carriageway,None,30,14:50:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
6197,2016133420792,Serious,2016-04-02,Saturday,Daylight,1,0,0,West Yorkshire,Dry,Single carriageway,None,30,13:53:00,Rural,Fine no high winds,21 - 25,Male,21 - 25_Male,9
6233,20161334L1707,Serious,2016-04-21,Thursday,Darkness - lights lit,1,0,0,West Yorkshire,Dry,Single carriageway,None,30,20:53:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
6236,20161334M1611,Slight,2016-04-22,Friday,Daylight,1,0,0,West Yorkshire,Dry,Single carriageway,None,30,19:43:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
6237,20161334N1533,Slight,2016-04-18,Monday,Daylight,1,0,0,West Yorkshire,Dry,Single carriageway,None,30,09:45:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
6238,20161334O0105,Fatal,2016-04-24,Sunday,Darkness - lights lit,1,0,5,West Yorkshire,Wet or damp,Single carriageway,None,30,01:10:00,Rural,Fine no high winds,21 - 25,Male,21 - 25_Male,9
6239,20161334Q0208,Slight,2016-04-26,Tuesday,Daylight,1,0,0,West Yorkshire,Dry,One way street,None,30,07:42:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
6251,20161334U1315,Slight,2016-04-30,Saturday,Daylight,1,0,0,West Yorkshire,Dry,Single carriageway,None,50,12:45:00,Rural,Fine no high winds,Over 75,Male,Over 75_Male,9
6252,2016133510213,Slight,2016-04-30,Saturday,Daylight,1,0,0,West Yorkshire,Dry,Single carriageway,None,30,12:30:00,Rural,Fine no high winds,66 - 75,Female,66 - 75_Female,9
6271,20161335A1145,Slight,2016-05-10,Tuesday,Daylight,1,0,0,West Yorkshire,Dry,Single carriageway,None,30,15:15:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
6279,20161335H0223,Slight,2016-05-17,Tuesday,Daylight,1,0,0,West Yorkshire,Dry,Single carriageway,None,30,08:20:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
6301,20161335Q1133,Slight,2016-05-26,Thursday,Daylight,1,0,0,West Yorkshire,Wet or damp,Single carriageway,None,20,17:20:00,Rural,Raining no high winds,46 - 55,Female,46 - 55_Female,9
6310,20161335U1042,Fatal,2016-05-30,Monday,Daylight,1,0,0,West Yorkshire,Dry,Single carriageway,None,60,16:44:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
6312,20161335V0057,Serious,2016-05-30,Monday,Daylight,1,0,0,West Yorkshire,Dry,Single carriageway,None,30,17:35:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
6315,20161335V0923,Slight,2016-05-31,Tuesday,Daylight,1,0,0,West Yorkshire,Dry,Single carriageway,Roadworks,30,15:40:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
6330,2016133691097,Serious,2016-06-09,Thursday,Daylight,1,0,4,West Yorkshire,Dry,Single carriageway,None,30,16:15:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
6338,20161336F0963,Slight,2016-06-15,Wednesday,Daylight,1,0,0,West Yorkshire,Wet or damp,Single carriageway,None,20,15:19:00,Rural,Raining no high winds,26 - 35,Female,26 - 35_Female,9
6357,20161336P1115,Serious,2016-06-25,Saturday,Daylight,1,0,0,West Yorkshire,Dry,Single carriageway,None,30,17:01:00,Rural,Fine no high winds,56 - 65,Female,56 - 65_Female,9
6388,2016133791171,Fatal,2016-07-09,Saturday,Daylight,2,0,0,West Yorkshire,Wet or damp,Single carriageway,None,40,16:12:00,Rural,Fine no high winds,21 - 25,Male,21 - 25_Male,9
6396,20161337E0589,Serious,2016-07-14,Thursday,Daylight,1,0,0,West Yorkshire,Dry,Single carriageway,None,30,11:40:00,Rural,Fine no high winds,21 - 25,Male,21 - 25_Male,9
6418,20161337N1080,Slight,2016-07-23,Saturday,Daylight,2,0,0,West Yorkshire,Dry,Single carriageway,None,30,14:03:00,Rural,Fine no high winds,21 - 25,Female,21 - 25_Female,9
6445,20161338C0444,Slight,2016-08-12,Friday,Daylight,1,0,0,West Yorkshire,Dry,Single carriageway,None,30,10:20:00,Rural,Fine no high winds,21 - 25,Female,21 - 25_Female,9
6491,20161339D1125,Serious,2016-09-13,Tuesday,Daylight,1,0,0,West Yorkshire,Dry,Single carriageway,None,30,15:25:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
6512,20161339M0304,Serious,2016-09-22,Thursday,Daylight,1,0,0,West Yorkshire,Dry,Single carriageway,None,30,08:25:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
6515,20161339M1129,Slight,2016-09-22,Thursday,Daylight,1,0,0,West Yorkshire,Dry,Single carriageway,None,20,16:13:00,Rural,Fine no high winds,36 - 45,Male,36 - 45_Male,9
6528,20161339R0299,Slight,2016-09-27,Tuesday,Daylight,1,0,0,West Yorkshire,Dry,Dual carriageway,None,30,08:35:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
6534,20161339U0345,Serious,2016-09-30,Friday,Daylight,1,0,0,West Yorkshire,Dry,Single carriageway,None,60,08:55:00,Rural,Fine no high winds,36 - 45,Male,36 - 45_Male,9
6543,2016133A30732,Slight,2016-10-03,Monday,Daylight,1,0,0,West Yorkshire,Dry,Single carriageway,None,20,13:37:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
6561,2016133AI0303,Slight,2016-10-18,Tuesday,Daylight,1,0,0,West Yorkshire,Wet or damp,Single carriageway,None,30,09:05:00,Rural,Raining no high winds,46 - 55,Female,46 - 55_Female,9
6567,2016133AK1157,Serious,2016-10-20,Thursday,Daylight,1,0,0,West Yorkshire,Wet or damp,Single carriageway,None,30,16:40:00,Rural,Raining no high winds,46 - 55,Male,46 - 55_Male,9
6584,2016133AV1403,Serious,2016-10-31,Monday,Darkness - lights lit,1,0,0,West Yorkshire,Dry,Single carriageway,None,30,18:00:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
6596,2016133B51456,Slight,2016-11-05,Saturday,Darkness - lights lit,1,0,0,West Yorkshire,Dry,Single carriageway,None,30,18:40:00,Rural,Fine + high winds,26 - 35,Male,26 - 35_Male,9
6604,2016133B81121,Serious,2016-11-08,Tuesday,Darkness - lights lit,1,0,0,West Yorkshire,Dry,Single carriageway,None,30,17:15:00,Rural,Fine no high winds,36 - 45,Male,36 - 45_Male,9
6621,2016133BJ0491,Slight,2016-11-19,Saturday,Daylight,1,0,0,West Yorkshire,Wet or damp,Single carriageway,None,30,11:10:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
6630,2016133BL1247,Slight,2016-11-21,Monday,Darkness - lights lit,1,0,0,West Yorkshire,Wet or damp,Single carriageway,None,30,18:00:00,Rural,Raining + high winds,46 - 55,Male,46 - 55_Male,9
6641,2016133BP0938,Slight,2016-11-25,Friday,Daylight,1,0,0,West Yorkshire,Dry,Single carriageway,None,30,15:05:00,Rural,Fine no high winds,36 - 45,Male,36 - 45_Male,9
6645,2016133BP1369,Serious,2016-11-25,Friday,Darkness - lights lit,2,0,0,West Yorkshire,Dry,Single carriageway,None,60,18:20:00,Rural,Raining no high winds,26 - 35,Female,26 - 35_Female,9
6654,2016133BT0417,Slight,2016-11-29,Tuesday,Daylight,1,0,0,West Yorkshire,Frost or ice,Single carriageway,Road surface defective,30,10:22:00,Rural,Fine no high winds,21 - 25,Female,21 - 25_Female,9
6657,2016133BT1354,Slight,2016-11-29,Tuesday,Darkness - lights lit,1,0,0,West Yorkshire,Dry,One way street,None,30,19:55:00,Rural,Fine no high winds,21 - 25,Male,21 - 25_Male,9
6661,2016133C11311,Slight,2016-12-01,Thursday,Darkness - lights lit,1,0,0,West Yorkshire,Dry,Single carriageway,None,30,17:31:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
6689,2016133CC1318,Serious,2016-12-12,Monday,Daylight,1,0,0,West Yorkshire,Dry,Single carriageway,None,30,13:18:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
6692,2016133CD1133,Serious,2016-12-13,Tuesday,Darkness - lights lit,1,0,0,West Yorkshire,Wet or damp,Single carriageway,None,30,17:00:00,Rural,Raining no high winds,36 - 45,Male,36 - 45_Male,9
6708,2016133CM0221,Slight,2016-12-22,Thursday,Darkness - lights lit,1,0,0,West Yorkshire,Frost or ice,Single carriageway,None,30,06:25:00,Rural,Fine no high winds,16 - 20,Male,16 - 20_Male,9
6725,2016133CV0778,Serious,2016-12-31,Saturday,Daylight,1,0,5,West Yorkshire,Dry,Single carriageway,None,40,14:20:00,Rural,Fine no high winds,21 - 25,Female,21 - 25_Female,9
6733,2016140038565,Slight,2016-01-08,Friday,Daylight,1,0,0,South Yorkshire,Dry,Single carriageway,None,60,10:30:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
6753,2016140042940,Serious,2016-01-31,Sunday,Daylight,1,0,0,South Yorkshire,Wet or damp,Single carriageway,None,30,14:45:00,Rural,Raining no high winds,16 - 20,Male,16 - 20_Male,9
6758,2016140043934,Serious,2016-02-03,Wednesday,Darkness - lights lit,1,0,0,South Yorkshire,Dry,Single carriageway,None,30,17:45:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
6775,2016140048490,Slight,2016-02-19,Friday,Daylight,1,0,5,South Yorkshire,Dry,Single carriageway,None,30,15:17:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
6779,2016140048806,Slight,2016-02-24,Wednesday,Daylight,1,0,0,South Yorkshire,Dry,Single carriageway,None,30,07:30:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
6784,2016140050165,Serious,2016-02-29,Monday,Darkness - no lighting,1,0,0,South Yorkshire,Dry,Single carriageway,None,30,19:25:00,Rural,Fine no high winds,16 - 20,Male,16 - 20_Male,9
6811,2016140055035,Serious,2016-03-05,Saturday,Darkness - lights lit,1,0,0,South Yorkshire,Dry,Single carriageway,None,30,19:15:00,Rural,Fine no high winds,16 - 20,Female,16 - 20_Female,9
6837,2016140060465,Slight,2016-03-21,Monday,Daylight,1,0,0,South Yorkshire,Dry,Single carriageway,None,20,15:40:00,Rural,Fine no high winds,36 - 45,Male,36 - 45_Male,9
6838,2016140060790,Serious,2016-04-19,Tuesday,Daylight,1,0,0,South Yorkshire,Dry,Single carriageway,None,30,11:36:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
6839,2016140061098,Serious,2016-04-20,Wednesday,Daylight,1,0,4,South Yorkshire,Dry,Single carriageway,None,30,10:32:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
6842,2016140062121,Slight,2016-04-24,Sunday,Daylight,1,0,0,South Yorkshire,Dry,Single carriageway,None,30,12:00:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
6855,2016140068694,Slight,2016-05-09,Monday,Daylight,1,0,0,South Yorkshire,Dry,Single carriageway,None,40,15:15:00,Rural,Fine no high winds,66 - 75,Female,66 - 75_Female,9
6857,2016140069106,Slight,2016-01-18,Monday,Darkness - lights lit,1,0,0,South Yorkshire,Dry,Single carriageway,None,30,18:15:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
6860,2016140072142,Serious,2016-05-17,Tuesday,Daylight,1,0,0,South Yorkshire,Dry,Single carriageway,None,20,08:25:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
6865,2016140074526,Serious,2016-05-22,Sunday,Darkness - no lighting,1,0,0,South Yorkshire,Dry,Single carriageway,None,60,01:50:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
6893,2016140081893,Serious,2016-06-20,Monday,Daylight,1,0,0,South Yorkshire,Dry,Single carriageway,None,30,19:50:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
6908,2016140087951,Slight,2016-07-14,Thursday,Daylight,1,0,0,South Yorkshire,Dry,Single carriageway,None,30,16:42:00,Rural,Fine no high winds,Over 75,Female,Over 75_Female,9
6914,2016140089588,Slight,2016-06-01,Wednesday,Daylight,1,0,0,South Yorkshire,Dry,Single carriageway,None,40,11:50:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
6923,2016140092505,Slight,2016-07-31,Sunday,Daylight,1,0,0,South Yorkshire,Dry,Single carriageway,None,30,07:35:00,Rural,Fine no high winds,16 - 20,Male,16 - 20_Male,9
6928,2016140094058,Slight,2016-07-21,Thursday,Daylight,1,0,0,South Yorkshire,Dry,Single carriageway,None,40,15:16:00,Rural,Fine no high winds,16 - 20,Female,16 - 20_Female,9
6944,2016140102231,Slight,2016-08-03,Wednesday,Darkness - lights lit,1,0,0,South Yorkshire,Dry,Single carriageway,None,30,21:30:00,Rural,Fine no high winds,16 - 20,Male,16 - 20_Male,9
6947,2016140104034,Slight,2016-08-25,Thursday,Daylight,1,0,0,South Yorkshire,Dry,Single carriageway,None,30,16:50:00,Rural,Fine no high winds,56 - 65,Female,56 - 65_Female,9
6956,2016140106076,Slight,2016-09-08,Thursday,Daylight,1,0,0,South Yorkshire,Dry,Single carriageway,None,20,15:30:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
6967,2016140107552,Slight,2016-09-15,Thursday,Daylight,1,0,0,South Yorkshire,Dry,Single carriageway,None,30,16:25:00,Rural,Fine no high winds,56 - 65,Female,56 - 65_Female,9
6973,2016140109459,Slight,2016-09-12,Monday,Daylight,1,0,0,South Yorkshire,Dry,Single carriageway,None,30,11:45:00,Rural,Fine no high winds,56 - 65,Female,56 - 65_Female,9
6977,2016140110380,Slight,2016-09-02,Friday,Daylight,1,0,0,South Yorkshire,Dry,Single carriageway,None,30,18:15:00,Rural,Fine no high winds,21 - 25,Female,21 - 25_Female,9
7026,2016140123995,Serious,2016-10-28,Friday,Darkness - lights lit,1,0,0,South Yorkshire,Dry,Single carriageway,None,20,21:25:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
7030,2016140124880,Slight,2016-11-02,Wednesday,Darkness - lights lit,1,0,0,South Yorkshire,Dry,Single carriageway,None,40,17:09:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
7044,2016140128395,Serious,2016-11-07,Monday,Daylight,1,0,0,South Yorkshire,Dry,Single carriageway,None,30,15:10:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
7051,2016140129425,Serious,2016-10-21,Friday,Darkness - no lighting,1,0,0,South Yorkshire,Dry,Single carriageway,None,60,22:00:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
7059,2016140129950,Slight,2016-11-16,Wednesday,Daylight,1,0,0,South Yorkshire,Dry,Single carriageway,None,30,08:55:00,Rural,Fine no high winds,36 - 45,Male,36 - 45_Male,9
7075,2016140134854,Slight,2016-11-29,Tuesday,Daylight,1,0,0,South Yorkshire,Dry,Single carriageway,None,30,07:45:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
7094,2016140139535,Serious,2016-12-15,Thursday,Darkness - lights lit,1,0,0,South Yorkshire,Dry,Single carriageway,None,30,18:50:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
7109,2016140144729,Serious,2016-12-20,Tuesday,Daylight,1,0,0,South Yorkshire,Dry,Single carriageway,None,30,11:06:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
7115,2016140147150,Slight,2016-12-31,Saturday,Darkness - lights lit,1,0,0,South Yorkshire,Dry,Single carriageway,None,30,18:30:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
7134,2016160040272,Slight,2016-01-15,Friday,Daylight,1,0,0,Humberside,Dry,Single carriageway,None,30,15:30:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
7135,2016160040660,Slight,2016-01-02,Saturday,Darkness - lighting unknown,1,0,0,Humberside,Wet or damp,Single carriageway,None,20,19:30:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
7162,2016160051825,Slight,2016-03-13,Sunday,Darkness - no lighting,1,0,4,Humberside,Dry,Single carriageway,None,50,19:25:00,Rural,Fine no high winds,36 - 45,Male,36 - 45_Male,9
7170,2016160053570,Slight,2016-03-18,Friday,Daylight,1,0,8,Humberside,Dry,Roundabout,None,20,15:15:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
7172,2016160055068,Slight,2016-03-19,Saturday,Daylight,1,0,0,Humberside,Dry,Single carriageway,None,30,11:00:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
7184,2016160060027,Slight,2016-04-12,Tuesday,Daylight,1,0,0,Humberside,Wet or damp,Single carriageway,None,30,15:30:00,Rural,Raining no high winds,16 - 20,Female,16 - 20_Female,9
7193,2016160066334,Slight,2016-05-08,Sunday,Daylight,1,0,0,Humberside,Dry,Single carriageway,None,30,15:42:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
7194,2016160066732,Slight,2016-04-13,Wednesday,Daylight,1,0,0,Humberside,Dry,Single carriageway,None,20,15:20:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
7197,2016160068716,Serious,2016-04-14,Thursday,Daylight,1,0,0,Humberside,Dry,Single carriageway,None,20,11:30:00,Rural,Fine no high winds,66 - 75,Female,66 - 75_Female,9
7225,2016160084325,Slight,2016-06-28,Tuesday,Daylight,1,0,0,Humberside,Wet or damp,Single carriageway,None,20,15:35:00,Rural,Raining no high winds,36 - 45,Female,36 - 45_Female,9
7232,2016160090069,Slight,2016-07-27,Wednesday,Daylight,1,0,0,Humberside,Dry,Single carriageway,None,30,16:00:00,Rural,Fine no high winds,66 - 75,Female,66 - 75_Female,9
7242,2016160094316,Serious,2016-08-09,Tuesday,Daylight,1,0,0,Humberside,Dry,Single carriageway,None,30,16:11:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
7247,2016160099670,Slight,2016-08-17,Wednesday,Daylight,1,0,0,Humberside,Dry,Single carriageway,None,60,14:44:00,Rural,Fine no high winds,21 - 25,Male,21 - 25_Male,9
7256,2016160106934,Slight,2016-09-17,Saturday,Daylight,1,0,0,Humberside,Dry,Single carriageway,None,30,18:11:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
7265,2016160116352,Slight,2016-10-12,Wednesday,Daylight,1,0,0,Humberside,Dry,Single carriageway,None,20,14:00:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
7266,2016160117169,Serious,2016-09-23,Friday,Daylight,1,0,0,Humberside,Dry,Single carriageway,None,30,15:10:00,Rural,Fine no high winds,16 - 20,Male,16 - 20_Male,9
7269,2016160117695,Slight,2016-09-30,Friday,Daylight,1,0,0,Humberside,Dry,Single carriageway,None,30,10:00:00,Rural,Fine no high winds,Over 75,Male,Over 75_Male,9
7285,2016160126607,Slight,2016-11-04,Friday,Daylight,1,0,0,Humberside,Dry,Single carriageway,None,50,16:10:00,Rural,Fine no high winds,36 - 45,Male,36 - 45_Male,9
7286,2016160127184,Slight,2016-11-09,Wednesday,Daylight,1,0,0,Humberside,Dry,Single carriageway,None,30,08:50:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
7290,2016160127464,Serious,2016-09-30,Friday,Daylight,1,0,0,Humberside,Dry,Single carriageway,None,50,15:20:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
7308,2016160137641,Slight,2016-11-23,Wednesday,Daylight,1,0,1,Humberside,Wet or damp,Single carriageway,None,20,08:30:00,Rural,Fine no high winds,Over 75,Male,Over 75_Male,9
7318,2016160140301,Slight,2016-12-10,Saturday,Daylight,1,0,0,Humberside,Wet or damp,One way street,None,20,11:05:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
